ID_datospoblacion;Estrato;Distrito;GV Descripción 2;Población;Origen;Zona;Fuente
974;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1361;4;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1366;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1555;4;40343542N;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;403435;PR
1638;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1664;5;40343542N;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;403435;PR
1686;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1790;4;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
1916;3;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2152;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2211;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2215;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2492;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2890;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2950;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
2961;5;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
3215;3;40343542N;CONVERTIA BOGOTA;BOGOTA;SAC;403435;PR
233;3;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
370;4;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
1483;3;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
1582;3;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
1844;3;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
2785;2;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;VENTAS DIGITALES;401418;PR
3207;3;4014184ZP;CONVERTIA BOGOTA;ZIPAQUIRA;SAC;401418;PR
801;4;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;AD
926;2;4014184TP;CONVERTIA BOGOTA;GACHANCIPA;SAC;401418;PR
1264;3;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;PR
1778;4;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;PR
2137;4;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;PR
2793;3;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;PR
2835;4;4014184TP;CONVERTIA BOGOTA;TOCANCIPA;SAC;401418;PR
1357;2;4014184DZ;CONVERTIA BOGOTA;COGUA;SAC;401418;PR
2765;1;4014184DR;CONVERTIA BOGOTA;LA CALERA;SAC;401418;PR
940;2;4014184CR;CONVERTIA BOGOTA;BOGOTA;SAC;401418;PR
2500;3;4014184CR;CONVERTIA BOGOTA;LA CALERA;SAC;401418;PR
3118;3;4014184CR;CONVERTIA BOGOTA;LA CALERA;SAC;401418;PR
335;6;4014184CI;CONVERTIA BOGOTA;CHIA;SAC;401418;PR
686;3;4014184CI;CONVERTIA BOGOTA;CHIA;SAC;401418;PR
1293;3;4014184CI;CONVERTIA BOGOTA;CHIA;SAC;401418;PR
2285;3;4014184CI;CONVERTIA BOGOTA;CHIA;SAC;401418;PR
2973;4;4014184CI;CONVERTIA BOGOTA;CHIA;SAC;401418;PR
102;5;4014184CA;CONVERTIA BOGOTA;CAJICA;SAC;401418;PR
230;3;4014184CA;CONVERTIA BOGOTA;TABIO;SAC;401418;PR
560;2;4014184CA;CONVERTIA BOGOTA;TABIO;SAC;401418;PR
885;5;4014184CA;CONVERTIA BOGOTA;CAJICA;SAC;401418;PR
917;2;4014184CA;CONVERTIA NOROCCIDENTE;CAJICA;SAC;401418;PR
1098;3;4014184CA;CONVERTIA BOGOTA;CAJICA;SAC;401418;PR
1957;3;4014184CA;CONVERTIA BOGOTA;CAJICA;VENTAS DIGITALES;401418;PR
2110;5;4014184CA;CONVERTIA BOGOTA;CAJICA;SAC;401418;PR
2235;2;4014184CA;CONVERTIA BOGOTA;CAJICA;SAC;401418;PR
3057;5;4014184CA;CONVERTIA BOGOTA;COTA;SAC;401418;PR
269;4;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;AD
276;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
509;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
521;4;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1103;4;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1164;4;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1208;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1488;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1592;5;4014124SP;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
1950;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2318;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2838;5;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2842;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3185;3;4014124SP;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
3237;3;4014124SP;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
54;5;4014124CU;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;AD
77;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
156;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
384;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
470;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
723;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
724;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1017;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
1062;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1243;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1619;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1682;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
1934;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2127;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2145;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2268;2;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2419;4;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2732;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2772;5;4014124CU;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
3180;5;4014124CU;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
225;5;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
231;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
336;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
781;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
900;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1110;4;4014124CT;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
2004;6;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2091;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
2695;3;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2703;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2751;4;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2895;6;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3021;3;4014124CT;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
131;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
149;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
191;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
643;2;40141241V;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
677;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
695;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
713;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
721;1;40141241V;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;AD
1113;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1325;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1356;4;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1624;3;40141241V;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
1827;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1932;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2075;2;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2173;1;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2267;4;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2416;3;40141241V;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
2520;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2588;3;40141241V;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
31;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
282;5;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
558;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
561;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
660;3;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
757;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
761;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1258;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1578;4;40141241J;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
2136;5;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2239;3;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2314;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3068;3;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3140;4;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3233;3;40141241J;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
295;4;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
742;3;40141241B;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
1166;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1213;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1273;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
1375;3;40141241B;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
1379;4;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2085;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2290;3;40141241B;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401412;PR
2365;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2486;3;40141241B;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401412;PR
2561;2;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
2888;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
3058;3;40141241B;CONVERTIA BOGOTA;BOGOTA;SAC;401412;PR
307;2;4014114CS;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
997;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
1788;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1834;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2350;3;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2455;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2739;3;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;AD
2747;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2930;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3041;2;4014114CS;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3187;2;4014114CS;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
66;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;AD
71;2;40141141S;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
691;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1307;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1424;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1585;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2074;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2247;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2384;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2443;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2493;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2533;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2787;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2817;3;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3244;2;40141141S;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
125;3;40141141I;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
133;2;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
240;2;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
877;3;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1159;2;40141141I;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
1408;3;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1504;2;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1882;2;40141141I;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
2031;3;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2088;3;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2509;2;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2589;3;40141141I;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
80;2;40141141G;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
528;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
574;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1435;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1637;2;40141141G;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
2210;2;40141141G;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
2513;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3127;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3139;2;40141141G;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
111;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;AD
243;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
404;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
409;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1630;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1763;2;40141141C;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
1769;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2049;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2253;2;40141141C;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
2254;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2263;5;40141141C;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
2274;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2422;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2496;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2567;2;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2942;3;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2958;3;40141141C;CONVERTIA NOROCCIDENTE;BOGOTA;SAC;401411;PR
3150;2;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3204;4;40141141C;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
86;1;40141141A;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
100;5;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
621;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
674;3;40141141A;CONVERTIA NOROCCIDENTE;BOGOTA;VENTAS DIGITALES;401411;PR
685;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;AD
1142;3;40141141A;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
1143;5;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1187;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1368;3;40141141A;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
1448;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1452;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1580;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1810;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
1926;5;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
2293;3;40141141A;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
2330;4;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
3082;3;40141141A;CONVERTIA BOGOTA;BOGOTA;VENTAS DIGITALES;401411;PR
3208;3;40141141A;CONVERTIA BOGOTA;BOGOTA;SAC;401411;PR
958;1;1021251UB;CONVERTIA BOGOTA;VILLA DE SAN DIEGO DE UBATE;SAC;102125;PR
1901;3;1021251F1;CONVERTIA BOGOTA;FUSAGASUGA;SAC;102125;PR
681;2;1021251D2;CONVERTIA BOGOTA;GUAYABETAL;SAC;102125;PR
1800;3;1021241LM;CONVERTIA BOGOTA;ANAPOIMA;SAC;102124;PR
1359;1;1021241H1;CONVERTIA BOGOTA;ANOLAIMA;SAC;102124;PR
525;4;1021241GT;CONVERTIA BOGOTA;GIRARDOT;SAC;102124;PR
755;3;1021241GT;CONVERTIA BOGOTA;GIRARDOT;VENTAS DIGITALES;102124;PR
771;4;1021241GT;CONVERTIA BOGOTA;RICAURTE;SAC;102124;PR
1184;3;1021241GT;CONVERTIA BOGOTA;GIRARDOT;SAC;102124;PR
1579;3;1021241GT;CONVERTIA BOGOTA;RICAURTE;SAC;102124;PR
2317;3;1021241GT;CONVERTIA BOGOTA;GIRARDOT;SAC;102124;PR
1673;1;1021231Y3;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
405;2;1021231Y1;CONVERTIA BOGOTA;YOPAL;VENTAS DIGITALES;102123;PR
567;1;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
753;2;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
849;3;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
1411;2;1021231Y1;CONVERTIA NOROCCIDENTE;YOPAL;SAC;102123;PR
1840;4;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
2319;4;1021231Y1;CONVERTIA NOROCCIDENTE;YOPAL;SAC;102123;PR
2367;3;1021231Y1;CONVERTIA BOGOTA;YOPAL;VENTAS DIGITALES;102123;PR
3136;2;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
3247;2;1021231Y1;CONVERTIA BOGOTA;YOPAL;SAC;102123;PR
464;2;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;VENTAS DIGITALES;102122;AD
715;3;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
1421;3;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
1432;3;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
1575;3;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;VENTAS DIGITALES;102122;PR
1616;5;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
3053;2;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
3091;3;1021221V3;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
471;3;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
739;3;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;VENTAS DIGITALES;102122;PR
1533;2;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
1910;4;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
1998;2;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
2112;2;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
2178;3;1021221V2;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
187;3;1021221V1;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
345;3;1021221V1;CONVERTIA NOROCCIDENTE;VILLAVICENCIO;SAC;102122;PR
1283;3;1021221V1;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
2243;2;1021221V1;CONVERTIA BOGOTA;VILLAVICENCIO;SAC;102122;PR
2938;3;1021221V1;CONVERTIA BOGOTA;VILLAVICENCIO;VENTAS DIGITALES;102122;PR
612;2;1021221L1;CONVERTIA BOGOTA;CUMARAL;VENTAS DIGITALES;102122;PR
2929;2;1021221L1;CONVERTIA BOGOTA;ACACIAS;SAC;102122;PR
27;3;1011181SS;CONVERTIA BOGOTA;SAN GIL;SAC;101118;PR
148;3;1011181SS;CONVERTIA BOGOTA;SAN GIL;SAC;101118;PR
1525;2;1011181SH;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101118;PR
2570;1;1011181SD;CONVERTIA BOGOTA;BARRANCABERMEJA;SAC;101118;PR
119;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
805;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
831;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
1185;2;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
1526;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
1892;2;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;PR
2404;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;VENTAS DIGITALES;101118;PR
3115;3;1011181PD;CONVERTIA BOGOTA;PIEDECUESTA;SAC;101118;AD
2440;2;1011181BC;CONVERTIA BOGOTA;BARRANCABERMEJA;SAC;101118;PR
266;6;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
467;2;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
547;3;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
961;4;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
1170;3;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
1609;4;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;VENTAS DIGITALES;101114;PR
1622;2;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
1894;6;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
2109;2;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
2405;4;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;VENTAS DIGITALES;101114;PR
2931;6;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
3191;3;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;VENTAS DIGITALES;101114;PR
3228;2;1011141MG;CONVERTIA BOGOTA;BUCARAMANGA;SAC;101114;PR
300;3;1011141B2;CONVERTIA NOROCCIDENTE;FLORIDABLANCA;SAC;101114;PR
417;3;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
556;2;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
573;3;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
871;2;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1125;5;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1450;2;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1845;2;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1868;4;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1930;6;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
2600;3;1011141B2;CONVERTIA BOGOTA;FLORIDABLANCA;VENTAS DIGITALES;101114;PR
28;6;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1306;4;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;VENTAS DIGITALES;101114;PR
1314;2;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1471;4;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
1746;4;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;AD
1838;3;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
2140;1;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
2313;4;1011141B1;CONVERTIA BOGOTA;FLORIDABLANCA;SAC;101114;PR
